segment_id,gt_valence_mean,gt_arousal_mean,pred_valence,pred_arousal,gt_label_mapped,pred_label_from_reg,pred_label_from_clf,valence_abs_error,arousal_abs_error,label_match_reg,label_match_clf
1410,6.0,4.4,5.9275219537463215,4.785605582185656,放松,平静,平静,0.07247804625367849,0.3856055821856552,0,0
1418,4.3,3.8,3.9624607312307782,4.5630768584542105,悲伤,紧张,平静,0.3375392687692216,0.7630768584542107,0,0
1430,4.6,3.2,3.3774977130124886,3.574735707757941,平静,悲伤,悲伤,1.222502286987511,0.37473570775794096,0,0
1473,6.1,6.0,7.643884401196232,4.7578914116618565,快乐,放松,放松,1.543884401196232,1.2421085883381435,0,0
1474,6.6,6.4,7.030907466667119,6.0720320059756965,快乐,快乐,紧张,0.43090746666711954,0.3279679940243039,1,0
1483,3.9,3.8,5.394792325812259,3.968930718145636,悲伤,平静,放松,1.4947923258122588,0.16893071814563632,0,0
1491,4.8,5.2,4.688499788426362,4.837534489461889,平静,平静,放松,0.1115002115736381,0.3624655105381116,1,0
1517,6.0,5.0,6.083854665444825,9.0,放松,快乐,紧张,0.08385466544482512,4.0,0,0
1525,4.5,4.5,5.107705700054912,3.6053547454736132,悲伤,平静,平静,0.607705700054912,0.8946452545263868,0,0
1530,6.2,4.2,6.33160410470017,4.647964738171293,放松,放松,平静,0.1316041047001697,0.4479647381712928,1,0
1535,5.4,5.3,4.579892511260706,5.712149237419646,平静,平静,快乐,0.8201074887392945,0.41214923741964604,1,0
1561,5.0,6.0,3.995718936756388,7.257059695686402,激昂,紧张,平静,1.0042810632436119,1.2570596956864017,0,0
1573,4.9,3.6,6.616729415876541,2.9801591315185725,平静,放松,悲伤,1.7167294158765403,0.6198408684814276,0,0
1583,5.6,5.2,5.980107452456103,6.265226092754812,平静,激昂,激昂,0.38010745245610345,1.0652260927548118,0,0
1622,6.0,5.9,4.766490235827383,4.242706438580965,放松,平静,平静,1.2335097641726174,1.657293561419035,0,0
1632,5.2,3.4,4.101487426464632,6.1261463572804,平静,紧张,平静,1.098512573535368,2.7261463572804003,0,1
1641,4.6,5.3,5.129590275706543,6.116228236333699,平静,激昂,平静,0.5295902757065436,0.816228236333699,0,1
1652,7.2,6.3,6.848497986155552,5.816892225556785,快乐,放松,快乐,0.35150201384444824,0.48310777444321484,0,1
1661,5.7,6.3,7.332972095059918,5.703534942856051,激昂,放松,激昂,1.6329720950599178,0.5964650571439485,0,1
1668,5.5,5.5,5.902713507498605,5.065511466586632,平静,平静,平静,0.40271350749860524,0.4344885334133677,1,1
1670,5.9,5.4,6.095578738897613,4.7396305127624085,平静,放松,放松,0.19557873889761268,0.6603694872375918,0,0
1693,4.4,3.8,2.552502334513191,2.6834263240434235,悲伤,悲伤,悲伤,1.8474976654868094,1.1165736759565763,1,1
1694,4.5,6.1,5.869814173837591,5.829832041401237,紧张,平静,平静,1.3698141738375913,0.27016795859876286,0,0
1698,4.5,4.5,4.09081879160368,4.087534070961091,悲伤,悲伤,平静,0.40918120839632,0.412465929038909,1,0
1710,3.6,2.9,4.436093991453438,4.3363257821454155,悲伤,悲伤,悲伤,0.836093991453438,1.4363257821454156,1,1
1713,6.2,5.7,5.464335945695752,4.463367249819036,放松,平静,平静,0.7356640543042481,1.2366327501809637,0,0
1715,5.9,5.6,6.127852834469486,4.396428044730574,平静,放松,快乐,0.2278528344694859,1.2035719552694255,0,0
1733,3.8,3.3,3.094484067487739,2.000717049169118,悲伤,悲伤,悲伤,0.7055159325122609,1.2992829508308819,1,1
1736,4.7,3.1,4.517597816829004,4.826092106785062,平静,平静,平静,0.18240218317099632,1.7260921067850616,1,1
1755,6.4,5.7,6.587969978404502,4.9798724411671715,放松,放松,放松,0.18796997840450125,0.7201275588328286,1,1
1771,4.9,5.3,4.6775958148382895,5.810724659481799,平静,平静,平静,0.2224041851617109,0.5107246594817996,1,1
1798,5.7,4.0,5.245074937733289,3.833721347945929,平静,平静,放松,0.45492506226671114,0.16627865205407089,1,0
1807,5.7,5.3,5.573024811165288,4.859216677084921,平静,平静,快乐,0.12697518883471215,0.4407833229150784,1,0
1815,6.4,5.8,4.604626169236765,6.389129627751618,放松,激昂,平静,1.7953738307632356,0.5891296277516185,0,0
1825,4.8,4.5,6.906464538983206,4.775044661167299,平静,放松,放松,2.1064645389832064,0.275044661167299,0,0
1832,5.7,5.2,6.560253048493467,5.174821423543656,平静,放松,平静,0.8602530484934672,0.02517857645634436,0,1
1872,4.5,4.2,5.004020534324712,4.339912009496608,悲伤,平静,平静,0.5040205343247122,0.13991200949660776,0,0
1891,5.0,3.5,4.486614016042412,4.20312864720726,平静,悲伤,平静,0.5133859839575878,0.7031286472072598,0,1
1898,5.1,4.2,4.308273173455056,4.0147914907559485,平静,悲伤,平静,0.7917268265449433,0.18520850924405163,0,1
1908,5.2,5.1,5.590459674382197,4.301544463267527,平静,平静,平静,0.3904596743821971,0.7984555367324724,1,1
1910,3.8,3.3,5.059851539691208,4.061149190448449,悲伤,平静,平静,1.2598515396912084,0.7611491904484495,0,0
1919,4.5,5.4,6.650075523097355,6.661901201958246,紧张,快乐,激昂,2.150075523097355,1.2619012019582456,0,0
1928,3.7,5.6,5.712042274329173,6.1356565151207985,紧张,激昂,激昂,2.012042274329173,0.5356565151207988,0,0
1935,4.7,4.4,2.051775403624994,5.001213768967405,平静,紧张,放松,2.648224596375006,0.6012137689674049,0,0
1937,4.3,3.9,4.595943002871332,3.3945557284363885,悲伤,平静,悲伤,0.2959430028713319,0.5054442715636114,0,1
1944,6.1,5.1,5.32239776879723,5.62402145529306,放松,平静,平静,0.7776022312027697,0.5240214552930604,0,0
1946,4.0,6.0,3.2481161039094806,6.508627993604049,紧张,紧张,紧张,0.7518838960905194,0.5086279936040494,1,1
1968,4.6,6.18,7.035064322110896,7.4389676105599865,激昂,快乐,激昂,2.4350643221108967,1.2589676105599867,0,1
1981,5.1,5.8,6.603197867901119,6.462806557137705,平静,快乐,快乐,1.503197867901119,0.6628065571377055,0,0
1993,3.5,7.0,5.261729511326686,6.50128367354045,紧张,激昂,快乐,1.7617295113266858,0.49871632645955,0,0
2005,3.8,5.2,4.024455970737156,4.700354838050746,紧张,紧张,平静,0.22445597073715629,0.4996451619492541,1,0
2021,4.2,4.4,3.5597103710030678,3.1975749667368243,悲伤,悲伤,平静,0.6402896289969324,1.202425033263176,1,0
2046,5.5,5.17,5.613174858864555,5.920204389709484,平静,平静,平静,0.11317485886455536,0.7502043897094843,1,1
2053,3.8,3.8,5.264340133805801,6.764901124155998,悲伤,激昂,悲伤,1.464340133805801,2.9649011241559986,0,1
